Time	VX10	VY10	VZ10	Alpha01	DynPres01	CLift01	CDrag01	CNorm01	CTang01	Pitch01	AxInd01	TanInd01	ForcN01	ForcT01	ReNum01	Alpha02	DynPres02	CLift02	CDrag02	CNorm02	CTang02	Pitch02	AxInd02	TanInd02	ForcN02	ForcT02	ReNum02	Alpha03	DynPres03	CLift03	CDrag03	CNorm03	CTang03	Pitch03	AxInd03	TanInd03	ForcN03	ForcT03	ReNum03	Alpha04	DynPres04	CLift04	CDrag04	CNorm04	CTang04	Pitch04	AxInd04	TanInd04	ForcN04	ForcT04	ReNum04	Alpha05	DynPres05	CLift05	CDrag05	CNorm05	CTang05	Pitch05	AxInd05	TanInd05	ForcN05	ForcT05	ReNum05	Alpha06	DynPres06	CLift06	CDrag06	CNorm06	CTang06	Pitch06	AxInd06	TanInd06	ForcN06	ForcT06	ReNum06	Alpha07	DynPres07	CLift07	CDrag07	CNorm07	CTang07	Pitch07	AxInd07	TanInd07	ForcN07	ForcT07	ReNum07	Alpha08	DynPres08	CLift08	CDrag08	CNorm08	CTang08	Pitch08	AxInd08	TanInd08	ForcN08	ForcT08	ReNum08	Alpha09	DynPres09	CLift09	CDrag09	CNorm09	CTang09	Pitch09	AxInd09	TanInd09	ForcN09	ForcT09	ReNum09	Alpha10	DynPres10	CLift10	CDrag10	CNorm10	CTang10	Pitch10	AxInd10	TanInd10	ForcN10	ForcT10	ReNum10
(sec)	 (m/sec)	 (m/sec)	 (m/sec)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)
     1.556	 3.52029E+00	-2.97092E+00	-2.30845E-01	 5.81750E+00	 7.86201E+01	 1.07469E+00	 7.32066E-03	 1.06990E+00	 1.01648E-01	 4.80000E+00	 1.44380E-01	 5.47051E-03	 8.98057E+01	 1.62026E+01	 6.64807E-01	 1.30413E-01	 1.93668E+02	 6.93165E-01	-1.80145E-02	 6.93122E-01	 1.95922E-02	 4.20000E+00	 2.44017E-01	 1.50478E-03	 1.75531E+02	 1.78890E+01	 1.26935E+00	-8.76122E-01	 3.73115E+02	 5.32181E-01	-5.72794E-03	 5.32206E-01	-2.41010E-03	 3.66000E+00	 3.17667E-01	 7.98225E-04	 2.85369E+02	 1.69567E+01	 1.93047E+00	 5.00692E-01	 6.30391E+02	 5.54100E-01	 1.92814E-03	 5.54096E-01	 2.91400E-03	 2.72999E+00	 2.55890E-01	 8.51572E-04	 4.92945E+02	 2.61042E+01	 2.46324E+00	 2.14867E+00	 9.55376E+02	 5.80771E-01	 8.97164E-03	 5.80699E-01	 1.28093E-02	 1.63999E+00	 2.16189E-01	 9.91225E-04	 7.34434E+02	 3.72516E+01	 2.84357E+00	 3.04449E+00	 1.33844E+03	 5.84508E-01	 9.85845E-03	 5.84206E-01	 2.11995E-02	 5.89981E-01	 2.30248E-01	 9.89079E-04	 9.59110E+02	 4.46970E+01	 3.11663E+00	 3.64490E+00	 1.77826E+03	 5.82612E-01	 8.95790E-03	 5.82003E-01	 2.80984E-02	-2.70028E-01	 2.57602E-01	 9.81331E-04	 1.15185E+03	 5.01700E+01	 3.25744E+00	 3.74221E+00	 2.26186E+03	 5.57810E-01	 6.37140E-03	 5.57037E-01	 3.00491E-02	-7.70038E-01	 3.04503E-01	 9.39250E-04	 1.22847E+03	 4.97220E+01	 3.21714E+00	 3.64119E+00	 2.79694E+03	 5.31708E-01	 6.28700E-03	 5.31034E-01	 2.74934E-02	-9.20049E-01	 3.46511E-01	 9.41217E-04	 1.21655E+03	 4.34119E+01	 3.00509E+00	 3.33065E+00	 3.39401E+03	 4.95152E-01	 5.82721E-03	 4.94654E-01	 2.29500E-02	-9.70057E-01	 4.07992E-01	 8.94427E-04	 1.04131E+03	 3.06568E+01	 2.50691E+00
     1.560	 3.54333E+00	-3.00650E+00	-2.68146E-01	 5.86643E+00	 7.94702E+01	 1.06490E+00	 7.78515E-03	 1.06012E+00	 1.01099E-01	 4.80000E+00	 1.44009E-01	 5.50103E-03	 8.99443E+01	 1.62606E+01	 6.68391E-01	 2.11852E-01	 1.96098E+02	 7.40431E-01	-1.77637E-02	 7.40360E-01	 2.05013E-02	 4.20000E+00	 2.40272E-01	 1.53422E-03	 1.89854E+02	 1.92384E+01	 1.27729E+00	-8.36288E-01	 3.74156E+02	 5.28860E-01	-4.60407E-03	 5.28871E-01	-3.11538E-03	 3.66000E+00	 3.15788E-01	 8.15153E-04	 2.84396E+02	 1.65102E+01	 1.93316E+00	 4.12715E-01	 6.31463E+02	 5.44675E-01	 1.64231E-03	 5.44673E-01	 2.28112E-03	 2.72999E+00	 2.65070E-01	 8.35657E-04	 4.85410E+02	 2.51840E+01	 2.46533E+00	 2.14690E+00	 9.58306E+02	 5.81224E-01	 8.74800E-03	 5.81144E-01	 1.30318E-02	 1.63999E+00	 2.18293E-01	 1.00046E-03	 7.37243E+02	 3.76644E+01	 2.84792E+00	 3.08150E+00	 1.34177E+03	 5.87980E-01	 9.85269E-03	 5.87660E-01	 2.17692E-02	 5.89982E-01	 2.30448E-01	 1.01066E-03	 9.67176E+02	 4.58049E+01	 3.12051E+00	 3.69554E+00	 1.78367E+03	 5.86639E-01	 9.06677E-03	 5.86003E-01	 2.87637E-02	-2.70026E-01	 2.56856E-01	 1.00839E-03	 1.16330E+03	 5.16056E+01	 3.26239E+00	 3.73397E+00	 2.26434E+03	 5.57636E-01	 6.32332E-03	 5.56864E-01	 3.00055E-02	-7.70036E-01	 3.08846E-01	 9.49860E-04	 1.22944E+03	 4.96856E+01	 3.21890E+00	 3.62826E+00	 2.79985E+03	 5.30556E-01	 6.23113E-03	 5.29887E-01	 2.73564E-02	-9.20046E-01	 3.51996E-01	 9.50694E-04	 1.21519E+03	 4.31855E+01	 3.00666E+00	 3.34004E+00	 3.39673E+03	 4.94935E-01	 6.06954E-03	 4.94448E-01	 2.27765E-02	-9.70053E-01	 4.11443E-01	 9.11951E-04	 1.04170E+03	 3.03235E+01	 2.50792E+00
     1.564	 3.56563E+00	-3.04230E+00	-3.12056E-01	 5.91398E+00	 8.03136E+01	 1.06120E+00	 8.30620E-03	 1.05641E+00	 1.01079E-01	 4.80000E+00	 1.43665E-01	 5.53185E-03	 9.05785E+01	 1.64046E+01	 6.71929E-01	 2.86639E-01	 1.98590E+02	 7.51808E-01	-1.62099E-02	 7.51717E-01	 1.99708E-02	 4.20000E+00	 2.36934E-01	 1.56164E-03	 1.95232E+02	 1.95618E+01	 1.28538E+00	-7.88723E-01	 3.75327E+02	 5.27081E-01	-3.52882E-03	 5.27079E-01	-3.72698E-03	 3.66000E+00	 3.13068E-01	 8.34644E-04	 2.84341E+02	 1.61703E+01	 1.93618E+00	 3.20018E-01	 6.32413E+02	 5.33833E-01	 1.38657E-03	 5.33832E-01	 1.59509E-03	 2.72999E+00	 2.75170E-01	 8.18372E-04	 4.76492E+02	 2.41480E+01	 2.46719E+00	 2.13171E+00	 9.60902E+02	 5.80554E-01	 8.42924E-03	 5.80465E-01	 1.31713E-02	 1.63999E+00	 2.21178E-01	 1.00648E-03	 7.38371E+02	 3.79193E+01	 2.85178E+00	 3.11506E+00	 1.34481E+03	 5.91318E-01	 9.82556E-03	 5.90978E-01	 2.23220E-02	 5.89982E-01	 2.30850E-01	 1.03176E-03	 9.74831E+02	 4.68771E+01	 3.12403E+00	 3.73675E+00	 1.78906E+03	 5.90457E-01	 9.07963E-03	 5.89793E-01	 2.94211E-02	-2.70026E-01	 2.56730E-01	 1.03295E-03	 1.17437E+03	 5.30349E+01	 3.26732E+00	 3.76090E+00	 2.26718E+03	 5.59835E-01	 6.58360E-03	 5.59062E-01	 3.01518E-02	-7.70035E-01	 3.09900E-01	 9.71675E-04	 1.23584E+03	 5.00060E+01	 3.22093E+00	 3.61056E+00	 2.80270E+03	 5.28439E-01	 6.15211E-03	 5.27777E-01	 2.71383E-02	-9.20044E-01	 3.57935E-01	 9.58025E-04	 1.21157E+03	 4.28068E+01	 3.00819E+00	 3.34938E+00	 3.39919E+03	 4.94948E-01	 6.23129E-03	 4.94467E-01	 2.26965E-02	-9.70050E-01	 4.14768E-01	 9.29177E-04	 1.04249E+03	 3.01762E+01	 2.50882E+00
     1.568	 3.58632E+00	-3.07754E+00	-3.62037E-01	 5.96063E+00	 8.11485E+01	 1.05793E+00	 8.79546E-03	 1.05312E+00	 1.01113E-01	 4.80000E+00	 1.43350E-01	 5.56320E-03	 9.12326E+01	 1.65540E+01	 6.75412E-01	 3.51496E-01	 2.01095E+02	 7.50696E-01	-1.44250E-02	 7.50593E-01	 1.90300E-02	 4.20000E+00	 2.34192E-01	 1.58590E-03	 1.97416E+02	 1.95389E+01	 1.29346E+00	-7.33098E-01	 3.76625E+02	 5.25719E-01	-2.46438E-03	 5.25708E-01	-4.26220E-03	 3.66000E+00	 3.09589E-01	 8.56817E-04	 2.84601E+02	 1.58892E+01	 1.93953E+00	 2.41557E-01	 6.33316E+02	 5.18432E-01	 1.37518E-03	 5.18434E-01	 8.10520E-04	 2.72999E+00	 2.84577E-01	 8.04782E-04	 4.63440E+02	 2.28247E+01	 2.46895E+00	 2.09590E+00	 9.63010E+02	 5.78496E-01	 7.95847E-03	 5.78400E-01	 1.32038E-02	 1.63999E+00	 2.25309E-01	 1.00720E-03	 7.37356E+02	 3.79685E+01	 2.85490E+00	 3.12945E+00	 1.34773E+03	 5.94997E-01	 9.62939E-03	 5.94635E-01	 2.28670E-02	 5.89984E-01	 2.32343E-01	 1.04767E-03	 9.82986E+02	 4.79426E+01	 3.12743E+00	 3.74485E+00	 1.79185E+03	 5.93006E-01	 8.78431E-03	 5.92314E-01	 2.99657E-02	-2.70023E-01	 2.58948E-01	 1.04839E-03	 1.18123E+03	 5.41798E+01	 3.26986E+00	 3.78034E+00	 2.27034E+03	 5.64748E-01	 6.72276E-03	 5.63962E-01	 3.05266E-02	-7.70032E-01	 3.11503E-01	 9.90927E-04	 1.24841E+03	 5.07589E+01	 3.22316E+00	 3.59304E+00	 2.80540E+03	 5.26539E-01	 6.09410E-03	 5.25886E-01	 2.69157E-02	-9.20040E-01	 3.63794E-01	 9.64820E-04	 1.20839E+03	 4.24070E+01	 3.00964E+00	 3.35805E+00	 3.40141E+03	 4.94668E-01	 6.34063E-03	 4.94190E-01	 2.26457E-02	-9.70046E-01	 4.18066E-01	 9.45747E-04	 1.04259E+03	 3.00988E+01	 2.50964E+00
     1.572	 3.60456E+00	-3.11144E+00	-4.17539E-01	 6.00667E+00	 8.19730E+01	 1.05639E+00	 9.28363E-03	 1.05156E+00	 1.01312E-01	 4.80000E+00	 1.43063E-01	 5.59491E-03	 9.20200E+01	 1.67281E+01	 6.78835E-01	 4.04226E-01	 2.03564E+02	 7.43648E-01	-1.27076E-02	 7.43540E-01	 1.79537E-02	 4.20000E+00	 2.32149E-01	 1.60635E-03	 1.97980E+02	 1.93536E+01	 1.30137E+00	-6.68976E-01	 3.78045E+02	 5.25202E-01	-1.41302E-03	 5.25182E-01	-4.71911E-03	 3.66000E+00	 3.05404E-01	 8.81672E-04	 2.85405E+02	 1.56827E+01	 1.94318E+00	 2.07020E-01	 6.33820E+02	 5.01758E-01	 1.78504E-03	 5.01762E-01	 2.79117E-05	 2.72999E+00	 2.90370E-01	 8.03173E-04	 4.48925E+02	 2.14313E+01	 2.46993E+00	 2.02312E+00	 9.64340E+02	 5.75212E-01	 7.20193E-03	 5.75108E-01	 1.31092E-02	 1.63999E+00	 2.31792E-01	 9.98020E-04	 7.34171E+02	 3.77796E+01	 2.85687E+00	 3.14097E+00	 1.35056E+03	 5.94338E-01	 9.42382E-03	 5.93962E-01	 2.31558E-02	 5.89985E-01	 2.33962E-01	 1.06287E-03	 9.83930E+02	 4.85104E+01	 3.13071E+00	 3.75141E+00	 1.79427E+03	 5.90847E-01	 8.51496E-03	 5.90138E-01	 3.01610E-02	-2.70022E-01	 2.61216E-01	 1.06341E-03	 1.17848E+03	 5.46632E+01	 3.27207E+00	 3.79221E+00	 2.27375E+03	 5.66499E-01	 6.76294E-03	 5.65706E-01	 3.07191E-02	-7.70030E-01	 3.13655E-01	 1.00750E-03	 1.25416E+03	 5.12099E+01	 3.22559E+00	 3.57573E+00	 2.80813E+03	 5.25045E-01	 6.05092E-03	 5.24400E-01	 2.67067E-02	-9.20037E-01	 3.69555E-01	 9.71258E-04	 1.20614E+03	 4.20227E+01	 3.01110E+00	 3.36508E+00	 3.40342E+03	 4.94455E-01	 6.41037E-03	 4.93979E-01	 2.26242E-02	-9.70043E-01	 4.21475E-01	 9.61423E-04	 1.04276E+03	 3.00789E+01	 2.51039E+00
     1.576	 3.59530E+00	-3.11145E+00	-4.34654E-01	 6.05112E+00	 8.27840E+01	 1.05858E+00	 9.79335E-03	 1.05371E+00	 1.01852E-01	 4.80000E+00	 1.42761E-01	 5.62459E-03	 9.31184E+01	 1.69578E+01	 6.82184E-01	 4.42606E-01	 2.05955E+02	 7.33706E-01	-1.11879E-02	 7.33598E-01	 1.68553E-02	 4.20000E+00	 2.30804E-01	 1.62184E-03	 1.97644E+02	 1.90874E+01	 1.30899E+00	-5.81112E-01	 3.80019E+02	 5.16431E-01	-6.74324E-05	 5.16405E-01	-5.17030E-03	 3.66000E+00	 2.98939E-01	 9.13143E-04	 2.82119E+02	 1.52117E+01	 1.94825E+00	 1.98552E-01	 6.33857E+02	 5.08055E-01	 2.06662E-03	 5.08059E-01	-3.06006E-04	 2.72999E+00	 2.93883E-01	 8.08835E-04	 4.54600E+02	 2.14025E+01	 2.47000E+00	 1.92868E+00	 9.65060E+02	 5.62947E-01	 6.36576E-03	 5.62842E-01	 1.25841E-02	 1.63999E+00	 2.39967E-01	 9.82642E-04	 7.19059E+02	 3.66877E+01	 2.85794E+00	 3.15170E+00	 1.35328E+03	 5.94135E-01	 9.24702E-03	 5.93745E-01	 2.34323E-02	 5.89985E-01	 2.35629E-01	 1.07765E-03	 9.85547E+02	 4.90636E+01	 3.13386E+00	 3.75805E+00	 1.79631E+03	 5.90620E-01	 8.30342E-03	 5.89894E-01	 3.04256E-02	-2.70021E-01	 2.63487E-01	 1.07819E-03	 1.17934E+03	 5.52568E+01	 3.27393E+00	 3.79811E+00	 2.27739E+03	 5.66301E-01	 6.73990E-03	 5.65503E-01	 3.07872E-02	-7.70028E-01	 3.16291E-01	 1.02168E-03	 1.25571E+03	 5.14489E+01	 3.22816E+00	 3.56742E+00	 2.81136E+03	 5.24102E-01	 6.08646E-03	 5.23465E-01	 2.65365E-02	-9.20035E-01	 3.74218E-01	 9.80198E-04	 1.20537E+03	 4.17141E+01	 3.01283E+00	 3.35069E+00	 3.40540E+03	 4.92952E-01	 6.31935E-03	 4.92479E-01	 2.25032E-02	-9.70040E-01	 4.27621E-01	 9.67801E-04	 1.04020E+03	 2.98946E+01	 2.51111E+00
     1.580	 3.58467E+00	-3.11581E+00	-4.47959E-01	 6.09299E+00	 8.35790E+01	 1.06198E+00	 1.02610E-02	 1.05707E+00	 1.02518E-01	 4.80000E+00	 1.42504E-01	 5.65380E-03	 9.43096E+01	 1.72060E+01	 6.85452E-01	 4.65489E-01	 2.08229E+02	 7.20964E-01	-9.87280E-03	 7.20860E-01	 1.57297E-02	 4.20000E+00	 2.30267E-01	 1.63269E-03	 1.96373E+02	 1.87358E+01	 1.31620E+00	-4.46448E-01	 3.83197E+02	 5.02580E-01	 1.64552E-03	 5.02552E-01	-5.56153E-03	 3.66000E+00	 2.88352E-01	 9.57668E-04	 2.76865E+02	 1.46357E+01	 1.95638E+00	 1.96886E-01	 6.34044E+02	 5.26595E-01	 2.22521E-03	 5.26599E-01	-4.15657E-04	 2.72999E+00	 2.96752E-01	 8.16464E-04	 4.71333E+02	 2.21019E+01	 2.47037E+00	 1.81316E+00	 9.65166E+02	 5.49335E-01	 5.47887E-03	 5.49234E-01	 1.19051E-02	 1.63999E+00	 2.50083E-01	 9.61185E-04	 7.01764E+02	 3.53254E+01	 2.85810E+00	 3.16144E+00	 1.35587E+03	 5.95811E-01	 9.09648E-03	 5.95406E-01	 2.37761E-02	 5.89986E-01	 2.37355E-01	 1.09220E-03	 9.90191E+02	 4.97578E+01	 3.13686E+00	 3.76408E+00	 1.79799E+03	 5.92562E-01	 8.13118E-03	 5.91818E-01	 3.07872E-02	-2.70019E-01	 2.65795E-01	 1.09273E-03	 1.18429E+03	 5.60135E+01	 3.27546E+00	 3.80568E+00	 2.28140E+03	 5.66166E-01	 6.73572E-03	 5.65365E-01	 3.08572E-02	-7.70026E-01	 3.18692E-01	 1.03593E-03	 1.25762E+03	 5.16994E+01	 3.23101E+00	 3.57557E+00	 2.81576E+03	 5.24575E-01	 6.23718E-03	 5.23943E-01	 2.64900E-02	-9.20032E-01	 3.76835E-01	 9.94563E-04	 1.20836E+03	 4.16546E+01	 3.01519E+00	 3.33750E+00	 3.40790E+03	 4.91123E-01	 6.27740E-03	 4.90655E-01	 2.23251E-02	-9.70036E-01	 4.33493E-01	 9.73821E-04	 1.03710E+03	 2.96059E+01	 2.51204E+00
     1.584	 3.57382E+00	-3.12783E+00	-4.57468E-01	 6.13255E+00	 8.43565E+01	 1.06194E+00	 1.06048E-02	 1.05699E+00	 1.02902E-01	 4.80000E+00	 1.42305E-01	 5.68295E-03	 9.51769E+01	 1.74003E+01	 6.88633E-01	 4.85544E-01	 2.09266E+02	 6.91594E-01	-8.23515E-03	 6.91499E-01	 1.40956E-02	 4.20000E+00	 2.30551E-01	 1.64777E-03	 1.89334E+02	 1.77898E+01	 1.31948E+00	-3.02031E-01	 3.86544E+02	 5.33286E-01	 2.70593E-03	 5.33264E-01	-5.51706E-03	 3.66000E+00	 2.77798E-01	 1.00553E-03	 2.96337E+02	 1.58791E+01	 1.96490E+00	 2.02891E-01	 6.34404E+02	 5.35178E-01	 2.56666E-03	 5.35184E-01	-6.71525E-04	 2.72999E+00	 2.98870E-01	 8.26240E-04	 4.79300E+02	 2.22519E+01	 2.47107E+00	 1.68001E+00	 9.64726E+02	 5.36538E-01	 4.57982E-03	 5.36442E-01	 1.11521E-02	 1.63999E+00	 2.62220E-01	 9.34362E-04	 6.85125E+02	 3.38791E+01	 2.85745E+00	 3.17023E+00	 1.35832E+03	 5.97811E-01	 8.96254E-03	 5.97392E-01	 2.41117E-02	 5.89988E-01	 2.39107E-01	 1.10656E-03	 9.95280E+02	 5.04411E+01	 3.13968E+00	 3.75885E+00	 1.79915E+03	 5.94526E-01	 7.88360E-03	 5.93764E-01	 3.11089E-02	-2.70017E-01	 2.68847E-01	 1.10370E-03	 1.18896E+03	 5.66756E+01	 3.27652E+00	 3.81930E+00	 2.28536E+03	 5.67100E-01	 6.78556E-03	 5.66292E-01	 3.10041E-02	-7.70023E-01	 3.20432E-01	 1.05208E-03	 1.26187E+03	 5.20884E+01	 3.23381E+00	 3.57629E+00	 2.82035E+03	 5.25264E-01	 6.28843E-03	 5.24633E-01	 2.64884E-02	-9.20029E-01	 3.80167E-01	 1.00571E-03	 1.21192E+03	 4.16934E+01	 3.01765E+00	 3.32635E+00	 3.41117E+03	 4.89989E-01	 6.26844E-03	 4.89527E-01	 2.21728E-02	-9.70032E-01	 4.38959E-01	 9.79841E-04	 1.03571E+03	 2.93528E+01	 2.51324E+00
     1.588	 3.56275E+00	-3.14919E+00	-4.61461E-01	 6.16826E+00	 8.51149E+01	 1.06454E+00	 1.09153E-02	 1.05955E+00	 1.03531E-01	 4.80000E+00	 1.42188E-01	 5.71173E-03	 9.62618E+01	 1.76340E+01	 6.91722E-01	 5.58279E-01	 2.10252E+02	 6.11316E-01	-4.88483E-03	 6.11240E-01	 1.08411E-02	 4.20000E+00	 2.28501E-01	 1.68246E-03	 1.68179E+02	 1.53531E+01	 1.32258E+00	-1.50155E-01	 3.90033E+02	 5.63027E-01	 3.91984E-03	 5.63014E-01	-5.39534E-03	 3.66000E+00	 2.67539E-01	 1.05619E-03	 3.15679E+02	 1.71571E+01	 1.97375E+00	 2.17349E-01	 6.34963E+02	 5.36678E-01	 3.03988E-03	 5.36686E-01	-1.00400E-03	 2.72999E+00	 3.00157E-01	 8.38578E-04	 4.81082E+02	 2.20377E+01	 2.47216E+00	 1.53545E+00	 9.63886E+02	 5.23105E-01	 3.73700E-03	 5.23017E-01	 1.02812E-02	 1.63999E+00	 2.76289E-01	 9.03785E-04	 6.67419E+02	 3.22468E+01	 2.85620E+00	 3.14495E+00	 1.36048E+03	 6.01065E-01	 8.52306E-03	 6.00627E-01	 2.44655E-02	 5.89988E-01	 2.42905E-01	 1.11085E-03	 1.00226E+03	 5.11677E+01	 3.14218E+00	 3.74621E+00	 1.80028E+03	 5.94428E-01	 7.60390E-03	 5.93654E-01	 3.12505E-02	-2.70017E-01	 2.72381E-01	 1.11204E-03	 1.18949E+03	 5.69959E+01	 3.27755E+00	 3.83223E+00	 2.28888E+03	 5.68852E-01	 6.81923E-03	 5.68035E-01	 3.12153E-02	-7.70022E-01	 3.22157E-01	 1.06788E-03	 1.26771E+03	 5.25874E+01	 3.23630E+00	 3.56959E+00	 2.82506E+03	 5.24349E-01	 6.26919E-03	 5.23722E-01	 2.63893E-02	-9.20027E-01	 3.84226E-01	 1.01352E-03	 1.21183E+03	 4.15677E+01	 3.02016E+00	 3.31742E+00	 3.41544E+03	 4.89087E-01	 6.28005E-03	 4.88631E-01	 2.20328E-02	-9.70030E-01	 4.43924E-01	 9.86040E-04	 1.03510E+03	 2.91252E+01	 2.51481E+00
     1.592	 3.54881E+00	-3.18027E+00	-4.32900E-01	 6.20011E+00	 8.58525E+01	 1.06476E+00	 1.10994E-02	 1.05973E+00	 1.03962E-01	 4.80000E+00	 1.42106E-01	 5.73754E-03	 9.71101E+01	 1.78281E+01	 6.94713E-01	 6.74757E-01	 2.11293E+02	 5.98055E-01	-2.95972E-03	 5.97979E-01	 1.00025E-02	 4.20000E+00	 2.24550E-01	 1.73253E-03	 1.65357E+02	 1.49274E+01	 1.32585E+00	 8.18342E-03	 3.93631E+02	 5.78220E-01	 5.36216E-03	 5.78221E-01	-5.27957E-03	 3.66000E+00	 2.57629E-01	 1.10894E-03	 3.27186E+02	 1.79309E+01	 1.98283E+00	 2.42570E-01	 6.35752E+02	 5.36784E-01	 3.58577E-03	 5.36794E-01	-1.31319E-03	 2.73000E+00	 3.00352E-01	 8.53837E-04	 4.81790E+02	 2.17923E+01	 2.47369E+00	 1.45378E+00	 9.62801E+02	 5.01168E-01	 3.63939E-03	 5.01099E-01	 9.07671E-03	 1.63999E+00	 2.86047E-01	 8.90434E-04	 6.38758E+02	 2.98740E+01	 2.85459E+00	 3.06465E+00	 1.36152E+03	 5.98033E-01	 7.60238E-03	 5.97584E-01	 2.43809E-02	 5.89990E-01	 2.50254E-01	 1.09851E-03	 9.97947E+02	 5.10133E+01	 3.14339E+00	 3.73347E+00	 1.80158E+03	 5.93460E-01	 7.36866E-03	 5.92680E-01	 3.12903E-02	-2.70015E-01	 2.75871E-01	 1.11991E-03	 1.18839E+03	 5.71257E+01	 3.27873E+00	 3.84488E+00	 2.29197E+03	 5.70227E-01	 6.84342E-03	 5.69403E-01	 3.14088E-02	-7.70019E-01	 3.23836E-01	 1.08331E-03	 1.27248E+03	 5.30496E+01	 3.23848E+00	 3.55580E+00	 2.82981E+03	 5.22644E-01	 6.20141E-03	 5.22022E-01	 2.62252E-02	-9.20024E-01	 3.89027E-01	 1.01805E-03	 1.20993E+03	 4.13207E+01	 3.02270E+00	 3.31082E+00	 3.42196E+03	 4.88298E-01	 6.30490E-03	 4.87847E-01	 2.19060E-02	-9.70026E-01	 4.48331E-01	 9.92239E-04	 1.03541E+03	 2.89402E+01	 2.51721E+00
     1.596	 3.52405E+00	-3.21018E+00	-4.03176E-01	 6.23045E+00	 8.65581E+01	 1.05803E+00	 1.11166E-02	 1.05299E+00	 1.03775E-01	 4.80000E+00	 1.42049E-01	 5.76282E-03	 9.72809E+01	 1.79044E+01	 6.97562E-01	 7.90905E-01	 2.12326E+02	 6.74494E-01	-2.89066E-03	 6.74390E-01	 1.22007E-02	 4.20000E+00	 2.20754E-01	 1.78254E-03	 1.87381E+02	 1.71732E+01	 1.32909E+00	 1.70863E-01	 3.97299E+02	 5.85966E-01	 6.86089E-03	 5.85984E-01	-5.11343E-03	 3.66000E+00	 2.48188E-01	 1.16301E-03	 3.34659E+02	 1.84762E+01	 1.99205E+00	 2.80790E-01	 6.36807E+02	 5.37506E-01	 4.19764E-03	 5.37520E-01	-1.56345E-03	 2.72999E+00	 2.99258E-01	 8.72493E-04	 4.83253E+02	 2.16346E+01	 2.47574E+00	 1.44270E+00	 9.61885E+02	 4.98379E-01	 3.99361E-03	 4.98322E-01	 8.55545E-03	 1.63999E+00	 2.89918E-01	 8.96811E-04	 6.34630E+02	 2.90801E+01	 2.85324E+00	 2.94536E+00	 1.36108E+03	 5.84116E-01	 6.45716E-03	 5.83676E-01	 2.35654E-02	 5.89990E-01	 2.60660E-01	 1.07384E-03	 9.74405E+02	 4.93953E+01	 3.14287E+00	 3.72162E+00	 1.80302E+03	 5.93335E-01	 7.18083E-03	 5.92550E-01	 3.13471E-02	-2.70014E-01	 2.79298E-01	 1.12742E-03	 1.18908E+03	 5.72866E+01	 3.28004E+00	 3.85829E+00	 2.29461E+03	 5.71433E-01	 6.86950E-03	 5.70600E-01	 3.15973E-02	-7.70018E-01	 3.25442E-01	 1.09869E-03	 1.27663E+03	 5.34961E+01	 3.24035E+00	 3.57662E+00	 2.83566E+03	 5.22953E-01	 6.42022E-03	 5.22335E-01	 2.62158E-02	-9.20022E-01	 3.89580E-01	 1.03527E-03	 1.21316E+03	 4.13727E+01	 3.02583E+00	 3.29679E+00	 3.42855E+03	 4.86978E-01	 6.27273E-03	 4.86533E-01	 2.17428E-02	-9.70024E-01	 4.53672E-01	 9.94742E-04	 1.03460E+03	 2.86964E+01	 2.51963E+00
