Time	VX10	VY10	VZ10	Alpha01	DynPres01	CLift01	CDrag01	CNorm01	CTang01	Pitch01	AxInd01	TanInd01	ForcN01	ForcT01	ReNum01	Alpha02	DynPres02	CLift02	CDrag02	CNorm02	CTang02	Pitch02	AxInd02	TanInd02	ForcN02	ForcT02	ReNum02	Alpha03	DynPres03	CLift03	CDrag03	CNorm03	CTang03	Pitch03	AxInd03	TanInd03	ForcN03	ForcT03	ReNum03	Alpha04	DynPres04	CLift04	CDrag04	CNorm04	CTang04	Pitch04	AxInd04	TanInd04	ForcN04	ForcT04	ReNum04	Alpha05	DynPres05	CLift05	CDrag05	CNorm05	CTang05	Pitch05	AxInd05	TanInd05	ForcN05	ForcT05	ReNum05	Alpha06	DynPres06	CLift06	CDrag06	CNorm06	CTang06	Pitch06	AxInd06	TanInd06	ForcN06	ForcT06	ReNum06	Alpha07	DynPres07	CLift07	CDrag07	CNorm07	CTang07	Pitch07	AxInd07	TanInd07	ForcN07	ForcT07	ReNum07	Alpha08	DynPres08	CLift08	CDrag08	CNorm08	CTang08	Pitch08	AxInd08	TanInd08	ForcN08	ForcT08	ReNum08	Alpha09	DynPres09	CLift09	CDrag09	CNorm09	CTang09	Pitch09	AxInd09	TanInd09	ForcN09	ForcT09	ReNum09	Alpha10	DynPres10	CLift10	CDrag10	CNorm10	CTang10	Pitch10	AxInd10	TanInd10	ForcN10	ForcT10	ReNum10
(sec)	 (m/sec)	 (m/sec)	 (m/sec)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)	(deg)	(Pa)	(-)	(-)	(-)	(-)	(deg)	(-)	(-)	(N)	(N)	(x10^6)
     2.624	 3.89100E+00	-3.53758E+00	-7.52432E-01	 3.57128E+00	 6.38023E+01	 1.04400E+00	-3.68939E-02	 1.03968E+00	 1.01853E-01	 4.80000E+00	 4.12739E-01	 1.34132E-02	 7.08033E+01	 1.29887E+01	 5.98890E-01	 8.45716E-01	 1.82317E+02	 7.17484E-01	-2.40981E-02	 7.17050E-01	 3.46855E-02	 4.20000E+00	 4.27200E-01	 4.75621E-03	 1.70694E+02	 2.08660E+01	 1.23159E+00	-1.76410E-01	 3.58323E+02	 5.45741E-01	-5.93747E-03	 5.45757E-01	 4.25714E-03	 3.65999E+00	 4.64345E-01	 2.41035E-03	 2.80811E+02	 2.01629E+01	 1.89181E+00	 1.18566E-01	 6.05591E+02	 5.74782E-01	 3.12596E-03	 5.74788E-01	-1.93652E-03	 2.72999E+00	 4.76774E-01	 1.59907E-03	 4.91438E+02	 2.17742E+01	 2.41430E+00	 1.06325E+00	 9.19340E+02	 5.06197E-01	 7.84224E-03	 5.06255E-01	 1.55219E-03	 1.63999E+00	 4.58460E-01	 1.32722E-03	 6.16466E+02	 1.95419E+01	 2.78942E+00	 2.04882E+00	 1.29150E+03	 4.82781E-01	 9.12799E-03	 4.82799E-01	 8.13778E-03	 5.89989E-01	 4.45835E-01	 1.19966E-03	 7.64984E+02	 2.07752E+01	 3.06149E+00	 2.95987E+00	 1.71008E+03	 4.96607E-01	 1.10340E-02	 4.96514E-01	 1.46238E-02	-2.70020E-01	 4.30449E-01	 1.18440E-03	 9.44897E+02	 2.33736E+01	 3.19438E+00	 3.17640E+00	 2.18053E+03	 4.84198E-01	 8.77040E-03	 4.83940E-01	 1.80726E-02	-7.70039E-01	 4.69716E-01	 1.05757E-03	 1.02866E+03	 2.45769E+01	 3.15877E+00	 3.36288E+00	 2.72554E+03	 4.86242E-01	 7.82823E-03	 4.85864E-01	 2.07080E-02	-9.20065E-01	 4.68407E-01	 1.09208E-03	 1.08450E+03	 2.87861E+01	 2.96649E+00	 3.59751E+00	 3.31939E+03	 5.06194E-01	 7.54173E-03	 5.05670E-01	 2.42353E-02	-9.70086E-01	 4.51709E-01	 1.21742E-03	 1.04112E+03	 3.22427E+01	 2.47920E+00
     2.628	 3.91228E+00	-3.52675E+00	-7.60626E-01	 3.64033E+00	 6.43935E+01	 1.05343E+00	-3.45016E-02	 1.04912E+00	 1.01317E-01	 4.80000E+00	 4.10242E-01	 1.34526E-02	 7.21167E+01	 1.31269E+01	 6.01658E-01	 7.15040E-01	 1.82242E+02	 7.09476E-01	-2.37718E-02	 7.09124E-01	 3.26238E-02	 4.20000E+00	 4.36865E-01	 4.62437E-03	 1.68768E+02	 2.02261E+01	 1.23134E+00	-3.44433E-01	 3.58853E+02	 5.18479E-01	-5.86899E-03	 5.18505E-01	 2.75207E-03	 3.65999E+00	 4.83358E-01	 2.28757E-03	 2.67226E+02	 1.85181E+01	 1.89321E+00	 2.15327E-01	 6.08135E+02	 5.85539E-01	 4.22341E-03	 5.85551E-01	-2.02282E-03	 2.72999E+00	 4.67246E-01	 1.64825E-03	 5.02745E+02	 2.22322E+01	 2.41937E+00	 1.13883E+00	 9.21236E+02	 5.06066E-01	 8.30904E-03	 5.06131E-01	 1.75064E-03	 1.63999E+00	 4.51351E-01	 1.36292E-03	 6.17579E+02	 1.98200E+01	 2.79230E+00	 2.09368E+00	 1.29392E+03	 4.86193E-01	 9.15405E-03	 4.86202E-01	 8.61439E-03	 5.89990E-01	 4.42544E-01	 1.22076E-03	 7.71813E+02	 2.16265E+01	 3.06436E+00	 3.08596E+00	 1.71633E+03	 5.06190E-01	 1.13562E-02	 5.06068E-01	 1.59106E-02	-2.70018E-01	 4.16945E-01	 1.24222E-03	 9.66612E+02	 2.58308E+01	 3.20022E+00	 3.26084E+00	 2.18310E+03	 4.91414E-01	 8.96475E-03	 4.91129E-01	 1.90023E-02	-7.70036E-01	 4.59931E-01	 1.10036E-03	 1.04519E+03	 2.63779E+01	 3.16063E+00	 3.37915E+00	 2.73012E+03	 4.88811E-01	 7.70445E-03	 4.88415E-01	 2.11210E-02	-9.20061E-01	 4.68525E-01	 1.10710E-03	 1.09203E+03	 2.96657E+01	 2.96898E+00	 3.59784E+00	 3.32375E+03	 5.07881E-01	 7.34356E-03	 5.07341E-01	 2.45419E-02	-9.70081E-01	 4.53999E-01	 1.22911E-03	 1.04594E+03	 3.28584E+01	 2.48083E+00
     2.632	 3.85513E+00	-3.48297E+00	-7.36928E-01	 3.72125E+00	 6.50182E+01	 1.04618E+00	-3.15411E-02	 1.04192E+00	 9.93738E-02	 4.80000E+00	 4.07312E-01	 1.35085E-02	 7.23244E+01	 1.30759E+01	 6.04570E-01	 5.88936E-01	 1.82178E+02	 6.97240E-01	-2.31958E-02	 6.96965E-01	 3.03613E-02	 4.20000E+00	 4.46742E-01	 4.49777E-03	 1.65845E+02	 1.94657E+01	 1.23112E+00	-5.14778E-01	 3.59356E+02	 4.89792E-01	-5.66137E-03	 4.89823E-01	 1.26063E-03	 3.65999E+00	 5.04418E-01	 2.16430E-03	 2.52843E+02	 1.68268E+01	 1.89454E+00	 3.07684E-01	 6.10739E+02	 5.80512E-01	 5.32237E-03	 5.80532E-01	-2.20491E-03	 2.72999E+00	 4.58533E-01	 1.69498E-03	 5.00579E+02	 2.19641E+01	 2.42454E+00	 1.21283E+00	 9.23641E+02	 5.05489E-01	 8.72227E-03	 5.05560E-01	 1.97900E-03	 1.63999E+00	 4.44520E-01	 1.39785E-03	 6.18485E+02	 2.01312E+01	 2.79594E+00	 2.16620E+00	 1.29645E+03	 4.88260E-01	 9.40447E-03	 4.88267E-01	 9.05770E-03	 5.89991E-01	 4.35687E-01	 1.25504E-03	 7.76596E+02	 2.24078E+01	 3.06735E+00	 3.16139E+00	 1.72114E+03	 5.15777E-01	 1.12557E-02	 5.15613E-01	 1.72058E-02	-2.70016E-01	 4.10179E-01	 1.27870E-03	 9.87612E+02	 2.82975E+01	 3.20470E+00	 3.34767E+00	 2.18581E+03	 4.99114E-01	 9.16507E-03	 4.98798E-01	 1.99961E-02	-7.70033E-01	 4.50180E-01	 1.14495E-03	 1.06285E+03	 2.83079E+01	 3.16260E+00	 3.39034E+00	 2.73495E+03	 4.90957E-01	 7.57291E-03	 4.90546E-01	 2.14746E-02	-9.20058E-01	 4.69246E-01	 1.12027E-03	 1.09875E+03	 3.04334E+01	 2.97161E+00	 3.53377E+00	 3.32925E+03	 5.04777E-01	 6.74315E-03	 5.04233E-01	 2.43825E-02	-9.70077E-01	 4.64940E-01	 1.21045E-03	 1.04125E+03	 3.26926E+01	 2.48288E+00
     2.636	 3.79572E+00	-3.43462E+00	-6.96977E-01	 3.81367E+00	 6.56782E+01	 1.07566E+00	-2.93510E-02	 1.07133E+00	 1.00830E-01	 4.80000E+00	 4.03979E-01	 1.35809E-02	 7.51283E+01	 1.34862E+01	 6.07630E-01	 4.68340E-01	 1.82134E+02	 6.84308E-01	-2.25302E-02	 6.84101E-01	 2.81230E-02	 4.20000E+00	 4.56753E-01	 4.37737E-03	 1.62774E+02	 1.87014E+01	 1.23097E+00	-6.85177E-01	 3.59853E+02	 4.74255E-01	-5.76380E-03	 4.74290E-01	 9.20934E-05	 3.65999E+00	 5.27538E-01	 2.04217E-03	 2.45201E+02	 1.57323E+01	 1.89585E+00	 3.94779E-01	 6.13392E+02	 5.74188E-01	 6.27536E-03	 5.74218E-01	-2.31898E-03	 2.72999E+00	 4.50662E-01	 1.73897E-03	 4.97291E+02	 2.17001E+01	 2.42980E+00	 1.28916E+00	 9.26061E+02	 5.06134E-01	 9.12313E-03	 5.06211E-01	 2.26626E-03	 1.63999E+00	 4.37569E-01	 1.43427E-03	 6.20894E+02	 2.05592E+01	 2.79960E+00	 2.23600E+00	 1.29901E+03	 4.98371E-01	 9.65403E-03	 4.98368E-01	 9.79755E-03	 5.89993E-01	 4.29324E-01	 1.28835E-03	 7.94220E+02	 2.37972E+01	 3.07038E+00	 3.18372E+00	 1.72416E+03	 5.17436E-01	 1.06963E-02	 5.17231E-01	 1.80574E-02	-2.70014E-01	 4.09812E-01	 1.29265E-03	 9.92454E+02	 2.99662E+01	 3.20750E+00	 3.44240E+00	 2.19040E+03	 5.07532E-01	 9.41610E-03	 5.07182E-01	 2.10757E-02	-7.70031E-01	 4.39649E-01	 1.19317E-03	 1.08301E+03	 3.04308E+01	 3.16591E+00	 3.43486E+00	 2.73755E+03	 4.94818E-01	 7.72121E-03	 4.94392E-01	 2.19391E-02	-9.20054E-01	 4.65175E-01	 1.14942E-03	 1.10843E+03	 3.13644E+01	 2.97302E+00	 3.46821E+00	 3.33553E+03	 4.99624E-01	 6.33100E-03	 4.99092E-01	 2.39053E-02	-9.70073E-01	 4.76363E-01	 1.19036E-03	 1.03257E+03	 3.19476E+01	 2.48522E+00
     2.640	 3.74625E+00	-3.39462E+00	-6.49847E-01	 3.91631E+00	 6.63748E+01	 1.09415E+00	-2.67230E-02	 1.08977E+00	 1.01390E-01	 4.80000E+00	 4.00252E-01	 1.36675E-02	 7.72393E+01	 1.37798E+01	 6.10844E-01	 3.53381E-01	 1.82119E+02	 6.71670E-01	-2.18262E-02	 6.71523E-01	 2.59684E-02	 4.20000E+00	 4.66779E-01	 4.26340E-03	 1.59797E+02	 1.79653E+01	 1.23092E+00	-7.98941E-01	 3.60819E+02	 4.39336E-01	-4.73061E-03	 4.39360E-01	-1.39582E-03	 3.65999E+00	 5.45022E-01	 1.95909E-03	 2.27801E+02	 1.38450E+01	 1.89839E+00	 4.75001E-01	 6.16083E+02	 5.71733E-01	 7.05978E-03	 5.71771E-01	-2.31973E-03	 2.72999E+00	 4.43698E-01	 1.77944E-03	 4.97345E+02	 2.16932E+01	 2.43513E+00	 1.36749E+00	 9.28491E+02	 5.09375E-01	 9.51753E-03	 5.09457E-01	 2.64136E-03	 1.63999E+00	 4.30541E-01	 1.47218E-03	 6.26502E+02	 2.11888E+01	 2.80327E+00	 2.30034E+00	 1.30160E+03	 5.07145E-01	 9.84338E-03	 5.07132E-01	 1.05202E-02	 5.89993E-01	 4.23760E-01	 1.31971E-03	 8.09788E+02	 2.51430E+01	 3.07344E+00	 3.20426E+00	 1.72703E+03	 5.12957E-01	 1.01904E-02	 5.12725E-01	 1.84977E-02	-2.70014E-01	 4.09626E-01	 1.30630E-03	 9.85450E+02	 3.09031E+01	 3.21017E+00	 3.55402E+00	 2.19705E+03	 5.17454E-01	 9.78822E-03	 5.17066E-01	 2.23074E-02	-7.70030E-01	 4.27378E-01	 1.24913E-03	 1.10749E+03	 3.28754E+01	 3.17072E+00	 3.49046E+00	 2.73944E+03	 5.01534E-01	 7.92065E-03	 5.01086E-01	 2.26286E-02	-9.20052E-01	 4.59681E-01	 1.18417E-03	 1.12422E+03	 3.26910E+01	 2.97404E+00	 3.41176E+00	 3.34246E+03	 4.96098E-01	 6.10589E-03	 4.95582E-01	 2.34283E-02	-9.70071E-01	 4.86703E-01	 1.17391E-03	 1.02743E+03	 3.11492E+01	 2.48780E+00
     2.644	 3.70017E+00	-3.36353E+00	-6.02554E-01	 4.03030E+00	 6.71098E+01	 1.09520E+00	-2.35906E-02	 1.09083E+00	 1.00507E-01	 4.80000E+00	 3.96055E-01	 1.37671E-02	 7.81768E+01	 1.38751E+01	 6.14217E-01	 2.46505E-01	 1.82146E+02	 6.51326E-01	-2.06844E-02	 6.51231E-01	 2.34864E-02	 4.20000E+00	 4.76527E-01	 4.15683E-03	 1.55021E+02	 1.70199E+01	 1.23101E+00	-7.88340E-01	 3.62781E+02	 3.64752E-01	-1.62922E-03	 3.64740E-01	-3.38945E-03	 3.65999E+00	 5.45966E-01	 1.95915E-03	 1.90215E+02	 1.03935E+01	 1.90355E+00	 5.48295E-01	 6.18794E+02	 5.69686E-01	 7.71292E-03	 5.69734E-01	-2.26100E-03	 2.72999E+00	 4.37549E-01	 1.81603E-03	 4.97752E+02	 2.17551E+01	 2.44048E+00	 1.44881E+00	 9.30926E+02	 5.13888E-01	 9.91614E-03	 5.13974E-01	 3.08007E-03	 1.63999E+00	 4.23332E-01	 1.51175E-03	 6.33700E+02	 2.19448E+01	 2.80694E+00	 2.36053E+00	 1.30422E+03	 5.11954E-01	 9.97261E-03	 5.11930E-01	 1.11219E-02	 5.89993E-01	 4.18796E-01	 1.34951E-03	 8.19086E+02	 2.62355E+01	 3.07653E+00	 3.22393E+00	 1.72979E+03	 5.14078E-01	 9.81451E-03	 5.13816E-01	 1.91120E-02	-2.70014E-01	 4.09527E-01	 1.31989E-03	 9.89132E+02	 3.21248E+01	 3.21274E+00	 3.66055E+00	 2.20387E+03	 5.28742E-01	 1.00871E-02	 5.28307E-01	 2.36911E-02	-7.70029E-01	 4.16433E-01	 1.30343E-03	 1.13511E+03	 3.56243E+01	 3.17564E+00	 3.52657E+00	 2.74209E+03	 5.06599E-01	 7.92217E-03	 5.06127E-01	 2.32544E-02	-9.20052E-01	 4.56950E-01	 1.21027E-03	 1.13665E+03	 3.39454E+01	 2.97548E+00	 3.35788E+00	 3.34962E+03	 4.92739E-01	 5.95373E-03	 4.92242E-01	 2.29175E-02	-9.70070E-01	 4.96778E-01	 1.15836E-03	 1.02268E+03	 3.02729E+01	 2.49046E+00
     2.648	 3.65775E+00	-3.34075E+00	-5.53996E-01	 4.15648E+00	 6.78849E+01	 1.09249E+00	-2.02811E-02	 1.08814E+00	 9.94118E-02	 4.80000E+00	 3.91410E-01	 1.38807E-02	 7.88897E+01	 1.39388E+01	 6.17754E-01	 1.50104E-01	 1.82227E+02	 6.32093E-01	-1.95082E-02	 6.32040E-01	 2.11640E-02	 4.20000E+00	 4.85795E-01	 4.05979E-03	 1.50548E+02	 1.61363E+01	 1.23128E+00	-7.84898E-01	 3.64654E+02	 4.46694E-01	-3.37260E-03	 4.46698E-01	-2.74681E-03	 3.65999E+00	 5.47838E-01	 1.95467E-03	 2.34112E+02	 1.35303E+01	 1.90845E+00	 6.13906E-01	 6.21507E+02	 5.67832E-01	 8.24180E-03	 5.67888E-01	-2.15730E-03	 2.72999E+00	 4.32267E-01	 1.84834E-03	 4.98310E+02	 2.18642E+01	 2.44582E+00	 1.53325E+00	 9.33358E+02	 5.19187E-01	 1.03211E-02	 5.19277E-01	 3.57457E-03	 1.63999E+00	 4.15954E-01	 1.55312E-03	 6.41894E+02	 2.28013E+01	 2.81061E+00	 2.41696E+00	 1.30687E+03	 5.15942E-01	 1.00646E-02	 5.15908E-01	 1.17024E-02	 5.89993E-01	 4.14318E-01	 1.37788E-03	 8.27121E+02	 2.72855E+01	 3.07965E+00	 3.24292E+00	 1.73248E+03	 5.18812E-01	 9.52791E-03	 5.18520E-01	 1.98362E-02	-2.70014E-01	 4.09445E-01	 1.33348E-03	 9.99744E+02	 3.35282E+01	 3.21523E+00	 3.76075E+00	 2.21087E+03	 5.38365E-01	 1.02961E-02	 5.37881E-01	 2.50377E-02	-7.70029E-01	 4.06761E-01	 1.35559E-03	 1.15937E+03	 3.83609E+01	 3.18067E+00	 3.54506E+00	 2.74584E+03	 5.08475E-01	 7.78494E-03	 5.07984E-01	 2.36708E-02	-9.20051E-01	 4.56539E-01	 1.22833E-03	 1.14239E+03	 3.48604E+01	 2.97752E+00	 3.30738E+00	 3.35706E+03	 4.88944E-01	 5.85675E-03	 4.88468E-01	 2.23615E-02	-9.70069E-01	 5.06475E-01	 1.14405E-03	 1.01708E+03	 2.93163E+01	 2.49323E+00
     2.652	 3.61920E+00	-3.32561E+00	-5.03023E-01	 4.28710E+00	 6.86988E+01	 1.09240E+00	-1.70573E-02	 1.08806E+00	 9.86707E-02	 4.80000E+00	 3.86598E-01	 1.40049E-02	 7.98344E+01	 1.40506E+01	 6.21446E-01	 5.94410E-02	 1.82370E+02	 6.28626E-01	-1.90368E-02	 6.28606E-01	 1.96889E-02	 4.20000E+00	 4.94740E-01	 3.97092E-03	 1.49872E+02	 1.57363E+01	 1.23177E+00	-7.61129E-01	 3.66845E+02	 5.00989E-01	-3.98299E-03	 5.00998E-01	-2.67241E-03	 3.65999E+00	 5.46471E-01	 1.96499E-03	 2.64134E+02	 1.54813E+01	 1.91418E+00	 6.66937E-01	 6.24196E+02	 5.67445E-01	 8.61161E-03	 5.67507E-01	-2.00597E-03	 2.72999E+00	 4.28256E-01	 1.87528E-03	 5.00124E+02	 2.20761E+01	 2.45111E+00	 1.61837E+00	 9.35777E+02	 5.25487E-01	 1.07143E-02	 5.25580E-01	 4.13082E-03	 1.63999E+00	 4.08700E-01	 1.59609E-03	 6.51351E+02	 2.37736E+01	 2.81425E+00	 2.46886E+00	 1.30955E+03	 5.19980E-01	 1.01207E-02	 5.19933E-01	 1.22876E-02	 5.89992E-01	 4.10422E-01	 1.40512E-03	 8.35278E+02	 2.83484E+01	 3.08281E+00	 3.26138E+00	 1.73513E+03	 5.23671E-01	 9.29278E-03	 5.23351E-01	 2.05145E-02	-2.70015E-01	 4.09417E-01	 1.34754E-03	 1.01061E+03	 3.48451E+01	 3.21770E+00	 3.85430E+00	 2.21807E+03	 5.46867E-01	 1.04288E-02	 5.46332E-01	 2.63550E-02	-7.70030E-01	 3.98299E-01	 1.40518E-03	 1.18145E+03	 4.10871E+01	 3.18584E+00	 3.57128E+00	 2.74984E+03	 5.10312E-01	 7.74295E-03	 5.09804E-01	 2.40595E-02	-9.20051E-01	 4.55044E-01	 1.24991E-03	 1.14816E+03	 3.57203E+01	 2.97968E+00	 3.26213E+00	 3.36486E+03	 4.85157E-01	 5.81079E-03	 4.84701E-01	 2.18061E-02	-9.70069E-01	 5.15414E-01	 1.13136E-03	 1.01157E+03	 2.83591E+01	 2.49612E+00
     2.656	 3.62928E+00	-3.29803E+00	-4.73091E-01	 4.31683E+00	 6.93924E+01	 1.25728E+00	-1.85046E-02	 1.25232E+00	 1.13090E-01	 4.80000E+00	 3.85023E-01	 1.39778E-02	 9.28171E+01	 1.62994E+01	 6.24575E-01	 2.85997E-02	 1.83222E+02	 5.56622E-01	-1.48823E-02	 5.56614E-01	 1.51602E-02	 4.20000E+00	 4.98183E-01	 3.93152E-03	 1.33367E+02	 1.34532E+01	 1.23464E+00	-7.12935E-01	 3.68070E+02	 5.02107E-01	-2.92353E-03	 5.02104E-01	-3.32428E-03	 3.65999E+00	 5.42029E-01	 1.99485E-03	 2.65623E+02	 1.52258E+01	 1.91737E+00	 7.06345E-01	 6.26767E+02	 5.65554E-01	 8.83035E-03	 5.65620E-01	-1.85768E-03	 2.72999E+00	 4.25535E-01	 1.89525E-03	 5.00508E+02	 2.22186E+01	 2.45615E+00	 1.69470E+00	 9.39306E+02	 5.32849E-01	 1.10170E-02	 5.32942E-01	 4.74613E-03	 1.63999E+00	 4.02272E-01	 1.63430E-03	 6.62945E+02	 2.48911E+01	 2.81955E+00	 2.51873E+00	 1.31265E+03	 5.23701E-01	 1.01636E-02	 5.23641E-01	 1.28608E-02	 5.89991E-01	 4.06700E-01	 1.43170E-03	 8.43217E+02	 2.94002E+01	 3.08646E+00	 3.28983E+00	 1.73884E+03	 5.28163E-01	 9.18393E-03	 5.27819E-01	 2.11408E-02	-2.70016E-01	 4.08112E-01	 1.36596E-03	 1.02142E+03	 3.60906E+01	 3.22113E+00	 3.87571E+00	 2.22225E+03	 5.52659E-01	 9.92526E-03	 5.52066E-01	 2.74529E-02	-7.70031E-01	 3.97929E-01	 1.42318E-03	 1.19612E+03	 4.33749E+01	 3.18885E+00	 3.60324E+00	 2.75561E+03	 5.14007E-01	 7.75979E-03	 5.13479E-01	 2.45594E-02	-9.20052E-01	 4.52700E-01	 1.27405E-03	 1.15888E+03	 3.67893E+01	 2.98281E+00	 3.25232E+00	 3.36975E+03	 4.83678E-01	 5.99961E-03	 4.83239E-01	 2.14506E-02	-9.70069E-01	 5.18770E-01	 1.13630E-03	 1.00997E+03	 2.77098E+01	 2.49794E+00
     2.660	 3.65978E+00	-3.27889E+00	-4.50409E-01	 4.33532E+00	 7.00828E+01	 1.15754E+00	-1.68170E-02	 1.15295E+00	 1.04271E-01	 4.80000E+00	 3.83736E-01	 1.39340E-02	 8.63016E+01	 1.51671E+01	 6.27674E-01	 2.78270E-02	 1.84361E+02	 5.70188E-01	-1.44006E-02	 5.70181E-01	 1.46775E-02	 4.20000E+00	 4.98777E-01	 3.91793E-03	 1.37482E+02	 1.36610E+01	 1.23847E+00	-6.60206E-01	 3.68845E+02	 5.20394E-01	-2.28165E-03	 5.20385E-01	-3.71474E-03	 3.65999E+00	 5.37091E-01	 2.02930E-03	 2.75883E+02	 1.56706E+01	 1.91939E+00	 7.31486E-01	 6.29127E+02	 5.61729E-01	 8.90494E-03	 5.61797E-01	-1.73290E-03	 2.72999E+00	 4.24222E-01	 1.90794E-03	 4.98993E+02	 2.22512E+01	 2.46077E+00	 1.76202E+00	 9.43591E+02	 5.37444E-01	 1.12129E-02	 5.37534E-01	 5.31787E-03	 1.63999E+00	 3.96738E-01	 1.66774E-03	 6.71689E+02	 2.58836E+01	 2.82597E+00	 2.57207E+00	 1.31598E+03	 5.27466E-01	 1.02428E-02	 5.27394E-01	 1.34381E-02	 5.89990E-01	 4.02626E-01	 1.46013E-03	 8.51405E+02	 3.04693E+01	 3.09036E+00	 3.32102E+00	 1.74317E+03	 5.34026E-01	 9.12789E-03	 5.33658E-01	 2.18237E-02	-2.70017E-01	 4.06439E-01	 1.38575E-03	 1.03529E+03	 3.74516E+01	 3.22514E+00	 3.86651E+00	 2.22509E+03	 5.50280E-01	 9.22972E-03	 5.49650E-01	 2.78978E-02	-7.70032E-01	 4.00876E-01	 1.42759E-03	 1.19242E+03	 4.44653E+01	 3.19088E+00	 3.63949E+00	 2.76307E+03	 5.18288E-01	 7.80720E-03	 5.17738E-01	 2.51086E-02	-9.20053E-01	 4.49709E-01	 1.30004E-03	 1.17167E+03	 3.79762E+01	 2.98684E+00	 3.25847E+00	 3.37422E+03	 4.84053E-01	 6.21401E-03	 4.83623E-01	 2.13098E-02	-9.70069E-01	 5.19416E-01	 1.14924E-03	 1.01211E+03	 2.74383E+01	 2.49959E+00
     2.664	 3.69993E+00	-3.27429E+00	-4.29210E-01	 4.36064E+00	 7.07987E+01	 1.02040E+00	-1.40789E-02	 1.01637E+00	 9.16230E-02	 4.80000E+00	 3.82156E-01	 1.39020E-02	 7.68572E+01	 1.34844E+01	 6.30872E-01	 4.04151E-02	 1.85579E+02	 6.28855E-01	-1.56380E-02	 6.28843E-01	 1.60816E-02	 4.20000E+00	 4.98048E-01	 3.91728E-03	 1.52631E+02	 1.51402E+01	 1.24256E+00	-6.17886E-01	 3.69580E+02	 5.41440E-01	-1.79104E-03	 5.41428E-01	-4.04792E-03	 3.65999E+00	 5.33405E-01	 2.05749E-03	 2.87617E+02	 1.62396E+01	 1.92130E+00	 7.42170E-01	 6.31277E+02	 5.56867E-01	 8.84763E-03	 5.56935E-01	-1.63383E-03	 2.72999E+00	 4.24348E-01	 1.91367E-03	 4.96360E+02	 2.22089E+01	 2.46497E+00	 1.82523E+00	 9.48003E+02	 5.39170E-01	 1.13499E-02	 5.39258E-01	 5.82885E-03	 1.63999E+00	 3.91716E-01	 1.69975E-03	 6.76975E+02	 2.67082E+01	 2.83257E+00	 2.62993E+00	 1.31930E+03	 5.32593E-01	 1.03704E-02	 5.32508E-01	 1.40785E-02	 5.89989E-01	 3.98194E-01	 1.49125E-03	 8.61824E+02	 3.16683E+01	 3.09427E+00	 3.35079E+00	 1.74759E+03	 5.39567E-01	 9.07228E-03	 5.39175E-01	 2.24804E-02	-2.70018E-01	 4.04968E-01	 1.40518E-03	 1.04865E+03	 3.87729E+01	 3.22923E+00	 3.81947E+00	 2.22953E+03	 5.46757E-01	 8.36295E-03	 5.46100E-01	 2.80768E-02	-7.70033E-01	 4.07834E-01	 1.41382E-03	 1.18710E+03	 4.50464E+01	 3.19407E+00	 3.67439E+00	 2.77208E+03	 5.22348E-01	 7.83286E-03	 5.21776E-01	 2.56586E-02	-9.20053E-01	 4.46848E-01	 1.32507E-03	 1.18467E+03	 3.92007E+01	 2.99171E+00	 3.27390E+00	 3.37916E+03	 4.84737E-01	 6.40972E-03	 4.84312E-01	 2.12837E-02	-9.70070E-01	 5.18422E-01	 1.16652E-03	 1.01503E+03	 2.73994E+01	 2.50142E+00
