
Predictions were generated on 05-Feb-2019 at 10:24:22 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 64-bit application using single precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); InflowWind (v3.03.00, 26-Jul-2016); AeroDyn14 (v14.05.01a-bjj, 25-Jul-2016); ServoDyn (v1.06.00a-bjj, 26-Jul-2016)

Description from the FAST input file: ---

Time      	Spn2ALxb1 	TipDyb2   	TipDxb2   	Spn2ALyb1 	TipALyb2  	TipALxb2  	LSSGagPxa 	TeetDefl  	LSSGagVxa 	YawBrRDyt 	YawBrRAxp 	YawBrRVyp 	YawBrRDxt 	YawBrRAyp 	YawBrRVxp 	RootFxc2  	Spn3MLxb1 	RootMyc1  	RootFyc2  	Spn3MLyb1 	RootMxc1  	RotTorq   	YawBrMzn  	TwrBsMzt  
(s)       	(m/s^2)   	(m)       	(m)       	(m/s^2)   	(m/s^2)   	(m/s^2)   	(deg)     	(deg)     	(rpm)     	(deg)     	(deg/s^2) 	(deg/s)   	(deg)     	(deg/s^2) 	(deg/s)   	(kN)      	(kN·m)    	(kN·m)    	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    
   10.9800	 2.918E+01	-3.317E-02	 1.781E-01	 3.244E+00	-1.406E+00	 6.528E+01	 3.376E+02	 1.107E+00	 5.432E+01	 1.017E-01	 4.152E-02	-1.943E-02	 3.227E-02	-8.148E-02	 7.639E-03	 4.553E+00	 7.310E-01	 3.909E+01	-3.972E+00	 4.318E+00	 9.152E+00	 3.760E+01	 3.345E-01	 3.314E-01
   11.0000	 2.931E+01	-3.220E-02	 1.785E-01	 3.246E+00	-1.240E+00	 6.554E+01	 3.441E+02	 1.114E+00	 5.432E+01	 1.013E-01	 3.787E-02	-2.239E-02	 3.243E-02	-2.090E-01	 8.414E-03	 4.454E+00	 9.346E-01	 3.850E+01	-3.461E+00	 4.292E+00	 1.135E+01	 3.736E+01	 5.645E-03	 2.188E-03
   11.0200	 2.959E+01	-3.129E-02	 1.798E-01	 3.251E+00	 1.377E-01	 6.785E+01	 3.506E+02	 1.108E+00	 5.431E+01	 1.008E-01	 4.615E-02	-2.727E-02	 3.260E-02	-2.237E-01	 9.214E-03	 4.345E+00	 1.158E+00	 3.760E+01	-2.879E+00	 4.281E+00	 1.362E+01	 3.690E+01	-6.572E-01	-6.609E-01
   11.0400	 3.025E+01	-2.974E-02	 1.802E-01	 3.351E+00	 3.815E+00	 4.156E+01	 3.571E+02	 1.091E+00	 5.431E+01	 1.002E-01	-3.386E-02	-3.013E-02	 3.280E-02	-1.504E-01	 9.616E-03	 4.418E+00	 1.320E+00	 3.623E+01	-2.465E+00	 4.250E+00	 1.572E+01	 3.674E+01	-1.031E+00	-1.035E+00
   11.0600	 3.040E+01	-2.713E-02	 1.765E-01	 3.463E+00	-3.608E+00	 5.863E+01	 3.644E+00	 1.070E+00	 5.430E+01	 9.953E-02	-4.621E-02	-3.431E-02	 3.298E-02	-1.075E-02	 8.469E-03	 4.009E+00	 1.635E+00	 3.459E+01	-1.850E+00	 4.233E+00	 1.850E+01	 3.530E+01	-2.461E+00	-2.465E+00
   11.0800	 2.889E+01	-2.556E-02	 1.701E-01	 3.054E+00	-3.884E+00	 6.946E+01	 1.016E+01	 1.032E+00	 5.429E+01	 9.889E-02	-1.186E-01	-2.925E-02	 3.313E-02	 4.035E-01	 7.143E-03	 4.359E+00	 1.707E+00	 3.517E+01	-1.417E+00	 3.961E+00	 1.988E+01	 3.453E+01	-2.631E+00	-2.635E+00
   11.1000	 2.761E+01	-2.519E-02	 1.633E-01	 2.482E+00	-1.252E+00	 7.168E+01	 1.667E+01	 9.717E-01	 5.428E+01	 9.840E-02	-1.951E-01	-1.933E-02	 3.325E-02	 4.986E-01	 3.880E-03	 4.824E+00	 1.648E+00	 3.629E+01	-1.238E+00	 3.720E+00	 2.052E+01	 3.527E+01	-1.967E+00	-1.970E+00
   11.1200	 2.790E+01	-2.506E-02	 1.593E-01	 2.176E+00	 9.808E-01	 7.245E+01	 2.319E+01	 8.980E-01	 5.428E+01	 9.809E-02	-1.885E-01	-1.221E-02	 3.329E-02	 1.506E-01	-6.526E-05	 4.948E+00	 1.729E+00	 3.630E+01	-1.033E+00	 3.824E+00	 2.187E+01	 3.648E+01	-1.780E+00	-1.782E+00
   11.1400	 2.929E+01	-2.443E-02	 1.588E-01	 2.249E+00	 1.813E+00	 6.982E+01	 2.970E+01	 8.125E-01	 5.428E+01	 9.785E-02	-1.365E-01	-1.414E-02	 3.325E-02	-3.193E-01	-3.344E-03	 4.823E+00	 1.930E+00	 3.545E+01	-6.807E-01	 4.144E+00	 2.399E+01	 3.717E+01	-2.501E+00	-2.502E+00
   11.1600	 3.029E+01	-2.320E-02	 1.605E-01	 2.503E+00	 1.207E+00	 6.566E+01	 3.622E+01	 7.156E-01	 5.429E+01	 9.748E-02	-8.585E-02	-2.251E-02	 3.316E-02	-4.285E-01	-5.534E-03	 4.694E+00	 2.180E+00	 3.479E+01	-1.946E-01	 4.421E+00	 2.649E+01	 3.694E+01	-3.874E+00	-3.874E+00
   11.1800	 3.032E+01	-2.183E-02	 1.632E-01	 2.693E+00	-1.611E-01	 6.366E+01	 4.273E+01	 6.100E-01	 5.429E+01	 9.697E-02	-7.785E-02	-2.782E-02	 3.303E-02	-3.447E-02	-7.071E-03	 4.691E+00	 2.425E+00	 3.496E+01	 3.251E-01	 4.516E+00	 2.891E+01	 3.623E+01	-5.262E+00	-5.261E+00
   11.2000	 2.956E+01	-2.093E-02	 1.661E-01	 2.672E+00	-9.702E-01	 6.418E+01	 4.925E+01	 4.976E-01	 5.429E+01	 9.644E-02	-1.248E-01	-2.278E-02	 3.287E-02	 5.231E-01	-9.028E-03	 4.820E+00	 2.597E+00	 3.585E+01	 7.387E-01	 4.455E+00	 3.076E+01	 3.578E+01	-6.104E+00	-6.103E+00
   11.2200	 2.881E+01	-2.082E-02	 1.689E-01	 2.457E+00	-4.741E-01	 6.514E+01	 5.576E+01	 3.789E-01	 5.428E+01	 9.612E-02	-1.799E-01	-9.044E-03	 3.266E-02	 7.704E-01	-1.212E-02	 4.979E+00	 2.653E+00	 3.684E+01	 9.740E-01	 4.364E+00	 3.179E+01	 3.595E+01	-6.283E+00	-6.281E+00
   11.2400	 2.867E+01	-2.128E-02	 1.718E-01	 2.185E+00	 8.879E-01	 6.510E+01	 6.227E+01	 2.550E-01	 5.428E+01	 9.608E-02	-1.763E-01	 4.703E-03	 3.238E-02	 5.329E-01	-1.582E-02	 5.053E+00	 2.623E+00	 3.742E+01	 1.072E+00	 4.358E+00	 3.219E+01	 3.654E+01	-6.089E+00	-6.087E+00
   11.2600	 2.908E+01	-2.181E-02	 1.746E-01	 1.998E+00	 2.093E+00	 6.405E+01	 6.879E+01	 1.271E-01	 5.429E+01	 9.625E-02	-8.382E-02	 1.061E-02	 3.204E-02	 5.247E-02	-1.856E-02	 5.036E+00	 2.574E+00	 3.757E+01	 1.134E+00	 4.438E+00	 3.241E+01	 3.705E+01	-5.908E+00	-5.905E+00
   11.2800	 2.956E+01	-2.196E-02	 1.767E-01	 1.965E+00	 2.382E+00	 6.294E+01	 7.530E+01	-3.439E-03	 5.429E+01	 9.645E-02	 6.265E-02	 7.966E-03	 3.166E-02	-2.602E-01	-1.880E-02	 4.999E+00	 2.567E+00	 3.763E+01	 1.237E+00	 4.524E+00	 3.282E+01	 3.718E+01	-5.898E+00	-5.895E+00
   11.3000	 2.974E+01	-2.164E-02	 1.778E-01	 2.073E+00	 1.712E+00	 6.269E+01	 8.182E+01	-1.350E-01	 5.429E+01	 9.655E-02	 1.835E-01	 2.875E-03	 3.130E-02	-1.840E-01	-1.623E-02	 4.995E+00	 2.628E+00	 3.788E+01	 1.387E+00	 4.551E+00	 3.354E+01	 3.702E+01	-5.922E+00	-5.918E+00
   11.3200	 2.965E+01	-2.112E-02	 1.776E-01	 2.244E+00	 6.629E-01	 6.335E+01	 8.833E+01	-2.654E-01	 5.430E+01	 9.659E-02	 2.154E-01	 2.480E-03	 3.102E-02	 1.651E-01	-1.207E-02	 5.018E+00	 2.729E+00	 3.831E+01	 1.525E+00	 4.522E+00	 3.435E+01	 3.687E+01	-5.731E+00	-5.728E+00
   11.3400	 2.955E+01	-2.074E-02	 1.768E-01	 2.394E+00	-6.152E-02	 6.423E+01	 9.485E+01	-3.921E-01	 5.430E+01	 9.670E-02	 1.664E-01	 9.210E-03	 3.082E-02	 4.749E-01	-8.165E-03	 5.037E+00	 2.800E+00	 3.873E+01	 1.579E+00	 4.479E+00	 3.483E+01	 3.696E+01	-5.225E+00	-5.221E+00
   11.3600	 2.966E+01	-2.073E-02	 1.757E-01	 2.476E+00	-1.253E-01	 6.469E+01	 1.014E+02	-5.129E-01	 5.430E+01	 9.699E-02	 1.025E-01	 1.951E-02	 3.068E-02	 5.016E-01	-5.518E-03	 5.011E+00	 2.787E+00	 3.896E+01	 1.517E+00	 4.457E+00	 3.468E+01	 3.724E+01	-4.486E+00	-4.484E+00
   11.3800	 2.991E+01	-2.108E-02	 1.747E-01	 2.493E+00	 2.500E-01	 6.474E+01	 1.079E+02	-6.258E-01	 5.430E+01	 9.746E-02	 9.393E-02	 2.745E-02	 3.059E-02	 2.616E-01	-3.680E-03	 4.949E+00	 2.687E+00	 3.904E+01	 1.359E+00	 4.452E+00	 3.391E+01	 3.753E+01	-3.679E+00	-3.677E+00
   11.4000	 3.009E+01	-2.160E-02	 1.740E-01	 2.496E+00	 6.012E-01	 6.463E+01	 1.144E+02	-7.289E-01	 5.431E+01	 9.804E-02	 1.562E-01	 2.957E-02	 3.054E-02	-3.912E-02	-1.272E-03	 4.880E+00	 2.545E+00	 3.910E+01	 1.151E+00	 4.430E+00	 3.277E+01	 3.765E+01	-2.906E+00	-2.904E+00
   11.4200	 3.005E+01	-2.210E-02	 1.735E-01	 2.541E+00	 5.676E-01	 6.458E+01	 1.209E+02	-8.213E-01	 5.431E+01	 9.861E-02	 2.416E-01	 2.694E-02	 3.055E-02	-1.887E-01	 2.726E-03	 4.822E+00	 2.419E+00	 3.925E+01	 9.362E-01	 4.373E+00	 3.158E+01	 3.760E+01	-2.153E+00	-2.153E+00
   11.4400	 2.985E+01	-2.252E-02	 1.731E-01	 2.645E+00	 1.480E-01	 6.458E+01	 1.274E+02	-9.019E-01	 5.431E+01	 9.912E-02	 2.860E-01	 2.347E-02	 3.066E-02	-1.271E-01	 8.102E-03	 4.777E+00	 2.334E+00	 3.949E+01	 7.110E-01	 4.295E+00	 3.048E+01	 3.751E+01	-1.388E+00	-1.388E+00
   11.4600	 2.965E+01	-2.293E-02	 1.728E-01	 2.798E+00	-4.129E-01	 6.448E+01	 1.339E+02	-9.703E-01	 5.431E+01	 9.957E-02	 2.590E-01	 2.261E-02	 3.088E-02	 4.518E-02	 1.367E-02	 4.739E+00	 2.264E+00	 3.975E+01	 4.565E-01	 4.228E+00	 2.937E+01	 3.749E+01	-6.491E-01	-6.502E-01
   11.4800	 2.957E+01	-2.345E-02	 1.725E-01	 2.941E+00	-8.275E-01	 6.433E+01	 1.405E+02	-1.026E+00	 5.431E+01	 1.000E-01	 1.807E-01	 2.493E-02	 3.120E-02	 1.680E-01	 1.811E-02	 4.693E+00	 2.176E+00	 3.997E+01	 1.498E-01	 4.197E+00	 2.803E+01	 3.754E+01	-3.956E-02	-4.135E-02
   11.5000	 2.956E+01	-2.415E-02	 1.720E-01	 3.044E+00	-1.019E+00	 6.432E+01	 1.470E+02	-1.068E+00	 5.431E+01	 1.006E-01	 9.647E-02	 2.840E-02	 3.159E-02	 1.416E-01	 2.088E-02	 4.631E+00	 2.042E+00	 4.014E+01	-2.169E-01	 4.206E+00	 2.633E+01	 3.759E+01	 3.357E-01	 3.333E-01
   11.5200	 2.960E+01	-2.501E-02	 1.714E-01	 3.101E+00	-9.776E-01	 6.432E+01	 1.535E+02	-1.096E+00	 5.431E+01	 1.012E-01	 4.890E-02	 3.005E-02	 3.202E-02	 1.050E-02	 2.227E-02	 4.586E+00	 1.863E+00	 4.033E+01	-6.284E-01	 4.234E+00	 2.428E+01	 3.757E+01	 4.218E-01	 4.189E-01
   11.5400	 2.935E+01	-2.594E-02	 1.707E-01	 3.131E+00	-9.812E-01	 6.462E+01	 1.600E+02	-1.110E+00	 5.432E+01	 1.018E-01	 2.218E-02	 2.850E-02	 3.248E-02	-1.780E-01	 2.297E-02	 4.505E+00	 1.673E+00	 4.044E+01	-1.065E+00	 4.259E+00	 2.203E+01	 3.742E+01	 2.682E-01	 2.649E-01
   11.5600	 2.812E+01	-2.685E-02	 1.698E-01	 3.191E+00	-1.025E+00	 6.473E+01	 1.665E+02	-1.110E+00	 5.431E+01	 1.023E-01	 1.201E-02	 2.362E-02	 3.294E-02	-3.172E-01	 2.333E-02	 4.369E+00	 1.521E+00	 4.020E+01	-1.521E+00	 4.273E+00	 1.960E+01	 3.712E+01	-1.890E-01	-1.926E-01
   11.5800	 2.124E+01	-2.768E-02	 1.683E-01	 3.402E+00	-9.444E-01	 6.434E+01	 1.731E+02	-1.099E+00	 5.431E+01	 1.027E-01	 6.722E-04	 1.731E-02	 3.341E-02	-2.654E-01	 2.357E-02	 4.233E+00	 1.568E+00	 3.961E+01	-1.970E+00	 4.570E+00	 1.714E+01	 3.674E+01	-8.005E-01	-8.043E-01
   11.6000	 3.416E+01	-2.832E-02	 1.659E-01	 3.830E+00	-1.394E+00	 6.494E+01	 1.796E+02	-1.079E+00	 5.431E+01	 1.030E-01	-1.143E-01	 1.135E-02	 3.387E-02	-4.306E-01	 2.235E-02	 3.654E+00	 1.116E+00	 3.707E+01	-2.492E+00	 4.987E+00	 1.415E+01	 3.620E+01	-1.644E+00	-1.647E+00
   11.6200	 3.173E+01	-2.895E-02	 1.613E-01	 3.163E+00	-5.060E-01	 6.181E+01	 1.861E+02	-1.054E+00	 5.430E+01	 1.031E-01	-1.012E-01	 7.070E-03	 3.430E-02	 9.222E-02	 2.032E-02	 4.140E+00	 5.084E-01	 3.836E+01	-2.960E+00	 4.563E+00	 1.046E+01	 3.485E+01	-2.642E+00	-2.646E+00
   11.6400	 3.002E+01	-2.937E-02	 1.587E-01	 3.128E+00	-2.228E+00	 6.781E+01	 1.926E+02	-1.005E+00	 5.428E+01	 1.033E-01	-2.190E-01	 1.078E-02	 3.468E-02	 3.049E-01	 1.708E-02	 4.182E+00	 5.144E-01	 3.939E+01	-3.248E+00	 3.984E+00	 9.421E+00	 3.461E+01	-2.416E+00	-2.419E+00
   11.6600	 2.852E+01	-2.982E-02	 1.589E-01	 3.537E+00	-3.645E+00	 7.055E+01	 1.991E+02	-9.392E-01	 5.428E+01	 1.036E-01	-2.699E-01	 1.656E-02	 3.497E-02	 1.940E-01	 1.204E-02	 4.244E+00	 7.024E-01	 4.019E+01	-3.529E+00	 3.616E+00	 9.538E+00	 3.567E+01	-1.852E+00	-1.854E+00
   11.6800	 2.841E+01	-3.069E-02	 1.617E-01	 3.920E+00	-3.651E+00	 6.738E+01	 2.056E+02	-8.611E-01	 5.428E+01	 1.039E-01	-2.457E-01	 1.603E-02	 3.516E-02	-2.799E-01	 6.796E-03	 4.144E+00	 7.479E-01	 4.004E+01	-3.907E+00	 3.541E+00	 8.835E+00	 3.679E+01	-2.008E+00	-2.010E+00
   11.7000	 2.932E+01	-3.198E-02	 1.662E-01	 4.034E+00	-3.087E+00	 6.322E+01	 2.121E+02	-7.713E-01	 5.428E+01	 1.042E-01	-1.958E-01	 5.874E-03	 3.525E-02	-6.801E-01	 2.371E-03	 3.889E+00	 5.716E-01	 3.935E+01	-4.357E+00	 3.742E+00	 6.820E+00	 3.714E+01	-3.028E+00	-3.029E+00
   11.7200	 3.006E+01	-3.352E-02	 1.706E-01	 3.863E+00	-2.434E+00	 6.135E+01	 2.187E+02	-6.713E-01	 5.429E+01	 1.041E-01	-1.603E-01	-7.869E-03	 3.526E-02	-6.021E-01	-1.126E-03	 3.723E+00	 2.271E-01	 3.906E+01	-4.827E+00	 3.997E+00	 3.858E+00	 3.666E+01	-4.487E+00	-4.486E+00
   11.7400	 2.994E+01	-3.501E-02	 1.735E-01	 3.601E+00	-1.978E+00	 6.201E+01	 2.252E+02	-5.637E-01	 5.429E+01	 1.039E-01	-1.768E-01	-1.526E-02	 3.521E-02	-9.649E-02	-4.396E-03	 3.783E+00	-1.188E-01	 3.967E+01	-5.251E+00	 4.139E+00	 9.848E-01	 3.598E+01	-5.711E+00	-5.710E+00
   11.7600	 2.927E+01	-3.614E-02	 1.751E-01	 3.503E+00	-2.054E+00	 6.409E+01	 2.317E+02	-4.496E-01	 5.428E+01	 1.036E-01	-2.349E-01	-1.188E-02	 3.508E-02	 3.890E-01	-8.485E-03	 3.970E+00	-2.883E-01	 4.078E+01	-5.569E+00	 4.183E+00	-7.576E-01	 3.576E+01	-6.285E+00	-6.283E+00
   11.7800	 2.876E+01	-3.680E-02	 1.763E-01	 3.677E+00	-2.649E+00	 6.556E+01	 2.382E+02	-3.296E-01	 5.428E+01	 1.035E-01	-2.739E-01	-2.608E-03	 3.486E-02	 4.529E-01	-1.366E-02	 4.127E+00	-2.514E-01	 4.170E+01	-5.774E+00	 4.232E+00	-1.171E+00	 3.615E+01	-6.268E+00	-6.265E+00
   11.8000	 2.878E+01	-3.709E-02	 1.778E-01	 4.005E+00	-3.431E+00	 6.531E+01	 2.447E+02	-2.050E-01	 5.428E+01	 1.035E-01	-2.355E-01	 3.266E-03	 3.453E-02	 8.439E-02	-1.891E-02	 4.184E+00	-1.244E-01	 4.208E+01	-5.906E+00	 4.340E+00	-9.129E-01	 3.678E+01	-6.031E+00	-6.028E+00
   11.8200	 2.913E+01	-3.728E-02	 1.796E-01	 4.260E+00	-4.013E+00	 6.414E+01	 2.512E+02	-7.690E-02	 5.429E+01	 1.035E-01	-1.130E-01	 1.933E-04	 3.411E-02	-3.698E-01	-2.250E-02	 4.169E+00	-5.283E-02	 4.209E+01	-6.020E+00	 4.479E+00	-8.425E-01	 3.717E+01	-5.903E+00	-5.899E+00
   11.8400	 2.938E+01	-3.760E-02	 1.814E-01	 4.289E+00	-4.118E+00	 6.348E+01	 2.577E+02	 5.342E-02	 5.429E+01	 1.034E-01	 3.729E-02	-9.498E-03	 3.365E-02	-5.311E-01	-2.324E-02	 4.159E+00	-1.073E-01	 4.207E+01	-6.147E+00	 4.579E+00	-1.394E+00	 3.717E+01	-5.923E+00	-5.919E+00
   11.8600	 2.927E+01	-3.813E-02	 1.826E-01	 4.104E+00	-3.705E+00	 6.386E+01	 2.643E+02	 1.840E-01	 5.430E+01	 1.032E-01	 1.339E-01	-1.844E-02	 3.320E-02	-3.072E-01	-2.138E-02	 4.192E+00	-2.518E-01	 4.217E+01	-6.283E+00	 4.597E+00	-2.373E+00	 3.699E+01	-5.884E+00	-5.880E+00
   11.8800	 2.897E+01	-3.867E-02	 1.833E-01	 3.863E+00	-3.060E+00	 6.474E+01	 2.708E+02	 3.127E-01	 5.430E+01	 1.028E-01	 1.368E-01	-2.067E-02	 3.280E-02	 8.456E-02	-1.853E-02	 4.257E+00	-3.846E-01	 4.231E+01	-6.388E+00	 4.551E+00	-3.181E+00	 3.692E+01	-5.573E+00	-5.569E+00
   11.9000	 2.875E+01	-3.898E-02	 1.836E-01	 3.718E+00	-2.589E+00	 6.532E+01	 2.773E+02	 4.370E-01	 5.430E+01	 1.024E-01	 8.043E-02	-1.609E-02	 3.246E-02	 3.271E-01	-1.631E-02	 4.311E+00	-4.173E-01	 4.227E+01	-6.416E+00	 4.489E+00	-3.298E+00	 3.710E+01	-4.961E+00	-4.958E+00
   11.9200	 2.873E+01	-3.888E-02	 1.836E-01	 3.716E+00	-2.542E+00	 6.528E+01	 2.838E+02	 5.548E-01	 5.430E+01	 1.021E-01	 3.955E-02	-9.677E-03	 3.214E-02	 2.648E-01	-1.520E-02	 4.332E+00	-3.366E-01	 4.198E+01	-6.344E+00	 4.446E+00	-2.625E+00	 3.742E+01	-4.180E+00	-4.177E+00
   11.9400	 2.884E+01	-3.838E-02	 1.832E-01	 3.783E+00	-2.835E+00	 6.498E+01	 2.903E+02	 6.641E-01	 5.430E+01	 1.020E-01	 6.858E-02	-6.862E-03	 3.185E-02	 1.337E-03	-1.425E-02	 4.341E+00	-1.947E-01	 4.156E+01	-6.188E+00	 4.423E+00	-1.466E+00	 3.766E+01	-3.386E+00	-3.384E+00
   11.9600	 2.893E+01	-3.769E-02	 1.822E-01	 3.805E+00	-3.130E+00	 6.502E+01	 2.968E+02	 7.635E-01	 5.431E+01	 1.018E-01	 1.566E-01	-9.402E-03	 3.158E-02	-2.318E-01	-1.205E-02	 4.368E+00	-5.791E-02	 4.115E+01	-5.981E+00	 4.407E+00	-2.339E-01	 3.772E+01	-2.634E+00	-2.632E+00
   11.9800	 2.897E+01	-3.700E-02	 1.808E-01	 3.721E+00	-3.103E+00	 6.555E+01	 3.034E+02	 8.520E-01	 5.431E+01	 1.016E-01	 2.424E-01	-1.478E-02	 3.138E-02	-2.691E-01	-7.997E-03	 4.420E+00	 3.872E-02	 4.084E+01	-5.756E+00	 4.390E+00	 8.509E-01	 3.764E+01	-1.883E+00	-1.883E+00
   12.0000	 2.902E+01	-3.639E-02	 1.794E-01	 3.563E+00	-2.702E+00	 6.622E+01	 3.099E+02	 9.286E-01	 5.431E+01	 1.012E-01	 2.713E-01	-1.886E-02	 3.127E-02	-1.157E-01	-2.741E-03	 4.488E+00	 1.045E-01	 4.059E+01	-5.516E+00	 4.377E+00	 1.876E+00	 3.757E+01	-1.126E+00	-1.127E+00
   12.0200	 2.909E+01	-3.581E-02	 1.782E-01	 3.405E+00	-2.152E+00	 6.659E+01	 3.164E+02	 9.930E-01	 5.431E+01	 1.008E-01	 2.305E-01	-1.910E-02	 3.127E-02	 8.598E-02	 2.374E-03	 4.539E+00	 1.839E-01	 4.030E+01	-5.243E+00	 4.369E+00	 3.064E+00	 3.758E+01	-4.300E-01	-4.313E-01
